,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission
418,Toyota,2018.0,Foreign Used,86061.0,3500.0,Petrol,Automatic
419,Toyota,2010.0,Nigerian Used,146899.0,3500.0,Petrol,Automatic
420,Lexus,2008.0,Foreign Used,169463.0,3500.0,Petrol,Automatic
421,Toyota,2009.0,Nigerian Used,225960.0,2700.0,Petrol,Automatic
422,Toyota,2012.0,Foreign Used,143428.0,2500.0,Petrol,Automatic
423,Toyota,2008.0,Nigerian Used,259700.0,3500.0,Petrol,Automatic
424,Mercedes-Benz,2020.0,Foreign Used,20106.0,2000.0,Petrol,Automatic
425,Toyota,2011.0,Nigerian Used,80973.0,3500.0,Petrol,Automatic
426,Mercedes-Benz,2008.0,Nigerian Used,89833.0,5500.0,Petrol,Automatic
427,Toyota,2011.0,Nigerian Used,215641.0,2500.0,Petrol,Automatic
428,Land Rover,2007.0,Nigerian Used,216498.0,4700.0,Petrol,Automatic
429,Toyota,2012.0,Nigerian Used,284635.0,2700.0,Petrol,Automatic
430,Mercedes-Benz,2015.0,Foreign Used,38636.0,4700.0,Petrol,Automatic
433,Toyota,2011.0,Foreign Used,20473.0,3500.0,Petrol,Automatic
434,Lexus,2004.0,Foreign Used,272206.0,4700.0,Petrol,Automatic
435,Mercedes-Benz,2010.0,Nigerian Used,191748.0,3600.0,Petrol,Automatic
436,Toyota,2011.0,Nigerian Used,92016.0,3500.0,Petrol,Automatic
437,Lexus,2009.0,Foreign Used,95321.0,3500.0,Petrol,Automatic
439,Lexus,2013.0,Foreign Used,139005.0,3400.0,Petrol,Automatic
440,Toyota,2011.0,Foreign Used,217124.0,2700.0,Petrol,Automatic
442,Lexus,2005.0,Nigerian Used,109691.0,3300.0,Petrol,Automatic
443,Lexus,2014.0,Foreign Used,68276.0,3500.0,Petrol,Automatic
444,Mercedes-Benz,2010.0,Foreign Used,142261.0,3500.0,Petrol,Automatic
445,Mercedes-Benz,2013.0,Foreign Used,104536.0,3500.0,Petrol,Automatic
447,Lexus,2017.0,Foreign Used,68077.0,3500.0,Petrol,Automatic
448,Mercedes-Benz,2009.0,Nigerian Used,323392.0,3500.0,Petrol,Automatic
449,Mercedes-Benz,2013.0,Foreign Used,76441.0,2700.0,Petrol,Automatic
450,GMC,2013.0,Nigerian Used,178268.0,3500.0,Petrol,Automatic
452,Lexus,2008.0,Foreign Used,169463.0,3500.0,Petrol,Automatic
453,Toyota,2009.0,Nigerian Used,89921.0,2700.0,Petrol,Automatic
454,Toyota,2012.0,Foreign Used,279555.0,2500.0,Petrol,Automatic
455,Toyota,2002.0,Foreign Used,125606.0,2000.0,Petrol,Automatic
456,Mercedes-Benz,2016.0,Foreign Used,54116.0,3500.0,Petrol,Automatic
457,Toyota,2011.0,Nigerian Used,80973.0,3500.0,Petrol,Automatic
458,Lexus,2012.0,Nigerian Used,81214.0,3500.0,Petrol,Automatic
459,Toyota,2008.0,Foreign Used,199815.0,2400.0,Petrol,Automatic
460,Toyota,2009.0,Foreign Used,141966.0,4000.0,Petrol,Automatic
461,Toyota,2011.0,Foreign Used,20473.0,3500.0,Petrol,Automatic
462,Toyota,2012.0,Nigerian Used,284635.0,2700.0,Petrol,Automatic
464,Acura,2008.0,Nigerian Used,174861.0,3700.0,Petrol,Automatic
465,Toyota,2007.0,Nigerian Used,86965.0,5700.0,Petrol,Automatic
466,Toyota,2005.0,Foreign Used,290022.0,3300.0,Petrol,Automatic
467,Mercedes-Benz,2010.0,Nigerian Used,150581.0,3500.0,Petrol,Automatic
468,Land Rover,2006.0,Foreign Used,613630.0,4400.0,Petrol,Automatic
469,Mercedes-Benz,2008.0,Foreign Used,87432.0,4600.0,Petrol,Automatic
471,Lexus,2012.0,Nigerian Used,81214.0,3500.0,Petrol,Automatic
473,Toyota,2017.0,Foreign Used,98483.0,2700.0,Petrol,Automatic
474,Lexus,2007.0,Nigerian Used,92530.0,3500.0,Petrol,Automatic
475,Toyota,2009.0,Foreign Used,86341.0,2400.0,Petrol,Automatic
476,Toyota,2006.0,Foreign Used,76999.0,2400.0,Petrol,Manual
477,Mercedes-Benz,2003.0,Foreign Used,168330.0,5500.0,Petrol,Automatic
478,Acura,2008.0,Nigerian Used,174861.0,3700.0,Petrol,Automatic
479,Toyota,2002.0,Foreign Used,125606.0,2000.0,Petrol,Automatic
480,Toyota,2011.0,Foreign Used,163022.0,3500.0,Petrol,Automatic
481,Mercedes-Benz,2013.0,Foreign Used,76441.0,2700.0,Petrol,Automatic
482,Toyota,2021.0,Brand New,80.0,4000.0,Petrol,Automatic
483,Ford,2012.0,Foreign Used,149681.0,3500.0,Petrol,Automatic
484,Toyota,2013.0,Foreign Used,135027.0,2500.0,Petrol,Automatic
485,Toyota,2006.0,Nigerian Used,128397.0,3300.0,Hybrid,Automatic
486,Mercedes-Benz,2008.0,Nigerian Used,89833.0,5500.0,Petrol,Automatic
487,Toyota,2010.0,Nigerian Used,187491.0,2400.0,Petrol,Manual
488,Mercedes-Benz,2008.0,Foreign Used,87432.0,4600.0,Petrol,Automatic
489,Toyota,2008.0,Nigerian Used,309482.0,4000.0,Petrol,Automatic
491,Mercedes-Benz,2015.0,Foreign Used,183487.0,3500.0,Petrol,Automatic
492,Land Rover,2007.0,Nigerian Used,216498.0,4700.0,Petrol,Automatic
493,Toyota,2013.0,Foreign Used,250088.0,2500.0,Petrol,Automatic
494,Toyota,2017.0,Foreign Used,98483.0,2700.0,Petrol,Automatic
495,Lexus,2018.0,Foreign Used,53288.0,3500.0,Petrol,Automatic
496,Land Rover,2015.0,Foreign Used,88166.0,2000.0,Petrol,Automatic
497,Lexus,2005.0,Nigerian Used,109691.0,3300.0,Petrol,Automatic
499,Mercedes-Benz,2013.0,Foreign Used,104536.0,3500.0,Petrol,Automatic
500,Mercedes-Benz,2013.0,Nigerian Used,250717.0,3500.0,Petrol,Automatic
501,Toyota,2011.0,Foreign Used,63404.0,3500.0,Petrol,Automatic
502,Mercedes-Benz,2010.0,Foreign Used,142261.0,3500.0,Petrol,Automatic
503,Toyota,2014.0,Foreign Used,234273.0,4700.0,Petrol,Automatic
504,Toyota,2011.0,Foreign Used,161948.0,2500.0,Petrol,Automatic
505,Ford,2010.0,Foreign Used,155547.0,3500.0,Petrol,Automatic
506,Mercedes-Benz,2008.0,Nigerian Used,237536.0,3500.0,Petrol,Automatic
507,Acura,2010.0,Foreign Used,221054.0,3700.0,Petrol,Automatic
508,Toyota,2005.0,Foreign Used,290022.0,3300.0,Petrol,Automatic
509,Toyota,2012.0,Foreign Used,350882.0,3500.0,Petrol,Automatic
510,Toyota,2007.0,Nigerian Used,114531.0,3300.0,Petrol,Automatic
511,Lexus,2009.0,Nigerian Used,85662.0,3500.0,Petrol,Automatic
512,Toyota,2008.0,Foreign Used,209285.0,3500.0,Petrol,Automatic
513,Mercedes-Benz,2012.0,Nigerian Used,144761.0,3000.0,Petrol,Automatic
514,Lexus,2015.0,Foreign Used,40837.0,3500.0,Petrol,Automatic
515,Mercedes-Benz,2006.0,Foreign Used,185092.0,3500.0,Petrol,Automatic
516,Toyota,2007.0,Foreign Used,181160.0,3500.0,Petrol,Automatic
517,Toyota,2006.0,Foreign Used,145366.0,3300.0,Petrol,Automatic
518,Lexus,2015.0,Foreign Used,82357.0,3500.0,Petrol,Automatic
519,Toyota,2013.0,Foreign Used,100075.0,2500.0,Petrol,Automatic
520,Lexus,2009.0,Nigerian Used,285775.0,3500.0,Petrol,Automatic
522,Mercedes-Benz,2010.0,Foreign Used,124523.0,3000.0,Petrol,Automatic
523,Mercedes-Benz,2010.0,Foreign Used,116697.0,3500.0,Petrol,Automatic
524,Ford,2013.0,Foreign Used,140864.0,3500.0,Petrol,Automatic
525,Toyota,2008.0,Foreign Used,268296.0,3500.0,Petrol,Automatic
526,Toyota,2014.0,Foreign Used,234273.0,4700.0,Petrol,Automatic
527,Toyota,2012.0,Foreign Used,279555.0,2500.0,Petrol,Automatic
528,Toyota,2007.0,Nigerian Used,114531.0,3300.0,Petrol,Automatic
529,Land Rover,2012.0,Foreign Used,170174.0,5000.0,Petrol,Automatic
533,Lexus,2008.0,Nigerian Used,271598.0,3500.0,Petrol,Automatic
534,Toyota,2011.0,Foreign Used,297082.0,2500.0,Petrol,Automatic
535,Mercedes-Benz,2006.0,Nigerian Used,170599.0,3500.0,Petrol,Automatic
537,Ford,2009.0,Foreign Used,436448.0,4600.0,Petrol,Automatic
538,Ford,2012.0,Nigerian Used,80400.0,2000.0,Petrol,Automatic
539,Toyota,2008.0,Nigerian Used,47169.0,5700.0,Petrol,Automatic
541,Toyota,2011.0,Foreign Used,141530.0,3500.0,Petrol,Automatic
542,Lexus,2004.0,Foreign Used,158812.0,3300.0,Petrol,Automatic
543,Toyota,2011.0,Foreign Used,297082.0,2500.0,Petrol,Automatic
544,Toyota,2011.0,Nigerian Used,66737.0,2500.0,Petrol,Automatic
545,Lexus,2008.0,Nigerian Used,271598.0,3500.0,Petrol,Automatic
547,Toyota,2005.0,Foreign Used,337681.0,2400.0,Petrol,Automatic
548,Toyota,2009.0,Foreign Used,354333.0,2400.0,Hybrid,Automatic
552,Toyota,2010.0,Foreign Used,135904.0,3500.0,Petrol,Automatic
553,Toyota,2009.0,Foreign Used,86341.0,2400.0,Petrol,Automatic
554,Toyota,2010.0,Foreign Used,17429.0,4000.0,Petrol,Manual
555,Lexus,2011.0,Foreign Used,30457.0,3500.0,Petrol,Automatic
556,Ford,2007.0,Foreign Used,303226.0,3500.0,Petrol,Automatic
557,Toyota,2013.0,Nigerian Used,89445.0,3500.0,Petrol,Automatic
558,Ford,2011.0,Nigerian Used,84719.0,3500.0,Petrol,Automatic
559,Mercedes-Benz,2015.0,Foreign Used,113731.0,2000.0,Petrol,Automatic
561,Ford,2007.0,Foreign Used,147723.0,4000.0,Petrol,Automatic
562,Ford,2012.0,Foreign Used,232070.0,3500.0,Petrol,Automatic
563,Toyota,2011.0,Foreign Used,160336.0,3500.0,Petrol,Automatic
564,Lexus,2017.0,Nigerian Used,52518.0,3500.0,Petrol,Automatic
565,Ford,2005.0,Foreign Used,164909.0,5400.0,Petrol,Automatic
566,Toyota,2008.0,Foreign Used,268296.0,3500.0,Petrol,Automatic
567,Toyota,2011.0,Foreign Used,124744.0,3500.0,Petrol,Automatic
568,Mercedes-Benz,2012.0,Nigerian Used,69388.0,3500.0,Petrol,Automatic
570,Toyota,2011.0,Nigerian Used,185520.0,3500.0,Petrol,Automatic
571,Ford,2013.0,Nigerian Used,88432.0,2000.0,Petrol,Automatic
572,Ford,2011.0,Nigerian Used,143007.0,3500.0,Petrol,Automatic
573,Lexus,2008.0,Nigerian Used,71151.0,3500.0,Petrol,Automatic
574,Ford,2009.0,Foreign Used,436448.0,4600.0,Petrol,Automatic
575,Acura,2010.0,Foreign Used,370878.0,3700.0,Petrol,Automatic
577,Toyota,2021.0,Brand New,968.0,3000.0,Petrol,Automatic
578,Toyota,2016.0,Foreign Used,16548.0,2500.0,Petrol,Automatic
579,Lexus,2007.0,Foreign Used,82850.0,3500.0,Petrol,Automatic
580,Ford,2013.0,Foreign Used,217417.0,3500.0,Petrol,Automatic
581,Mercedes-Benz,2010.0,Nigerian Used,33789.0,3000.0,Petrol,Automatic
582,Ford,2005.0,Foreign Used,212433.0,3000.0,Petrol,Automatic
583,Mercedes-Benz,2017.0,Nigerian Used,39674.0,3500.0,Petrol,Automatic
584,Lexus,2010.0,Foreign Used,120660.0,3500.0,Petrol,Automatic
585,Toyota,2011.0,Nigerian Used,92016.0,3500.0,Petrol,Automatic
586,Ford,2014.0,Nigerian Used,68871.0,2000.0,Petrol,Automatic
587,Mercedes-Benz,2010.0,Nigerian Used,131144.0,4500.0,Petrol,Automatic
588,Lexus,2008.0,Nigerian Used,64129.0,4600.0,Petrol,Automatic
589,Toyota,2008.0,Foreign Used,418753.0,3500.0,Petrol,Automatic
590,Mercedes-Benz,2008.0,Foreign Used,140038.0,4600.0,Petrol,Automatic
591,Ford,2011.0,Foreign Used,265935.0,3500.0,Petrol,Automatic
592,Ford,2001.0,Nigerian Used,173113.0,3500.0,Petrol,Automatic
593,Land Rover,2008.0,Nigerian Used,178406.0,4400.0,Petrol,Automatic
594,Lexus,2009.0,Foreign Used,95321.0,3500.0,Petrol,Automatic
595,Ford,2017.0,Nigerian Used,124596.0,2000.0,Petrol,Automatic
596,Ford,2007.0,Foreign Used,171104.0,3500.0,Petrol,Automatic
597,Ford,2012.0,Nigerian Used,140197.0,2500.0,Petrol,Manual
598,Lexus,2006.0,Nigerian Used,130145.0,4700.0,Petrol,Automatic
599,Mercedes-Benz,2009.0,Nigerian Used,323392.0,3500.0,Petrol,Automatic
600,Ford,2014.0,Nigerian Used,70964.0,3600.0,Petrol,Automatic
601,Toyota,2006.0,Foreign Used,201305.0,3000.0,Petrol,Automatic
602,Lexus,2011.0,Nigerian Used,196286.0,4600.0,Petrol,Automatic
603,Mercedes-Benz,2011.0,Foreign Used,200436.0,4600.0,Petrol,Automatic
604,Ford,2010.0,Foreign Used,134105.0,3500.0,Petrol,Automatic
605,Toyota,2012.0,Foreign Used,153345.0,2700.0,Petrol,Automatic
606,Toyota,2010.0,Nigerian Used,76966.0,5700.0,Petrol,Automatic
608,Mercedes-Benz,2011.0,Foreign Used,195029.0,3000.0,Petrol,Automatic
609,Ford,2014.0,Nigerian Used,271943.0,3500.0,Petrol,Automatic
610,Lexus,2010.0,Nigerian Used,114626.0,3500.0,Hybrid,Automatic
611,Mercedes-Benz,2018.0,Foreign Used,115896.0,3500.0,Petrol,Automatic
612,Ford,2012.0,Foreign Used,1284898.0,3500.0,Petrol,Automatic
613,Toyota,2012.0,Nigerian Used,162229.0,2700.0,Petrol,Automatic
614,Lexus,2007.0,Nigerian Used,140981.0,3500.0,Petrol,Automatic
615,Ford,2012.0,Foreign Used,201267.0,3500.0,Petrol,Automatic
617,Lexus,2006.0,Nigerian Used,90235.0,2500.0,Petrol,Automatic
618,Toyota,2007.0,Foreign Used,282688.0,2400.0,Petrol,Automatic
619,Lexus,2007.0,Foreign Used,171869.0,4600.0,Petrol,Automatic
620,Toyota,2012.0,Foreign Used,124506.0,2500.0,Petrol,Automatic
622,Mercedes-Benz,2009.0,Foreign Used,96757.0,3000.0,Diesel,Automatic
623,Mercedes-Benz,2010.0,Nigerian Used,65084.0,3000.0,Petrol,Automatic
624,Mercedes-Benz,2012.0,Foreign Used,55264.0,3500.0,Petrol,Automatic
626,Toyota,2014.0,Nigerian Used,47523.0,3500.0,Petrol,Automatic
627,Lexus,2012.0,Nigerian Used,96283.0,2500.0,Petrol,Automatic
628,Toyota,2012.0,Foreign Used,198938.0,3500.0,Petrol,Automatic
629,Toyota,2013.0,Nigerian Used,44496.0,2600.0,Petrol,Automatic
630,Lexus,2007.0,Nigerian Used,268759.0,2500.0,Petrol,Automatic
631,Ford,2018.0,Foreign Used,14405.0,3500.0,Petrol,Automatic
632,Ford,2011.0,Nigerian Used,262832.0,3500.0,Petrol,Automatic
634,Ford,2012.0,Nigerian Used,80400.0,2000.0,Petrol,Automatic
635,Ford,2012.0,Foreign Used,290049.0,3500.0,Petrol,Automatic
637,Mercedes-Benz,2010.0,Nigerian Used,156987.0,3000.0,Petrol,Automatic
638,Toyota,2006.0,Nigerian Used,120820.0,3500.0,Petrol,Automatic
639,Toyota,2007.0,Foreign Used,220902.0,4700.0,Petrol,Automatic
640,Mercedes-Benz,2009.0,Nigerian Used,103752.0,4700.0,Petrol,Automatic
642,Lexus,2004.0,Nigerian Used,84195.0,4700.0,Petrol,Automatic
643,Toyota,2008.0,Foreign Used,94447.0,2400.0,Petrol,Automatic
644,Acura,2010.0,Foreign Used,284441.0,3500.0,Petrol,Automatic
645,Audi,2011.0,Nigerian Used,219042.0,2000.0,Petrol,Automatic
646,Ford,2013.0,Nigerian Used,220846.0,3500.0,Petrol,Automatic
647,Toyota,2007.0,Foreign Used,16479.0,3500.0,Petrol,Automatic
648,Mercedes-Benz,2009.0,Foreign Used,144066.0,3500.0,Petrol,Automatic
649,Ford,2012.0,Nigerian Used,108572.0,3500.0,Petrol,Automatic
650,Mercedes-Benz,2007.0,Nigerian Used,239582.0,3500.0,Petrol,Automatic
651,Toyota,2008.0,Nigerian Used,165146.0,4000.0,Petrol,Automatic
652,Mercedes-Benz,2009.0,Nigerian Used,159366.0,3500.0,Petrol,Automatic
653,Toyota,2007.0,Nigerian Used,140882.0,2700.0,Petrol,Automatic
654,Toyota,2011.0,Nigerian Used,129896.0,3500.0,Petrol,Automatic
655,Toyota,2007.0,Foreign Used,141956.0,2400.0,Petrol,Automatic
656,Toyota,2007.0,Foreign Used,153624.0,2400.0,Petrol,Automatic
657,Toyota,2011.0,Nigerian Used,109174.0,3500.0,Petrol,Automatic
658,Lexus,2008.0,Nigerian Used,169887.0,3500.0,Petrol,Automatic
659,Lexus,2010.0,Foreign Used,91604.0,3500.0,Petrol,Automatic
660,Toyota,2007.0,Foreign Used,16479.0,3500.0,Petrol,Automatic
661,Lexus,2005.0,Nigerian Used,67744.0,4700.0,Petrol,Automatic
662,Mercedes-Benz,2010.0,Nigerian Used,33789.0,3000.0,Petrol,Automatic
663,Ford,2011.0,Nigerian Used,262832.0,3500.0,Petrol,Automatic
664,Lexus,2006.0,Nigerian Used,130145.0,4700.0,Petrol,Automatic
665,Land Rover,2006.0,Foreign Used,212485.0,4400.0,Petrol,Automatic
666,Ford,2018.0,Foreign Used,14405.0,3500.0,Petrol,Automatic
667,Ford,2013.0,Nigerian Used,88432.0,2000.0,Petrol,Automatic
668,Toyota,2010.0,Foreign Used,138462.0,2500.0,Petrol,Automatic
669,Lexus,2008.0,Nigerian Used,124886.0,3500.0,Petrol,Automatic
670,Lexus,2010.0,Nigerian Used,310442.0,3400.0,Petrol,Automatic
671,Toyota,2007.0,Foreign Used,172580.0,2400.0,Petrol,Automatic
673,Toyota,2004.0,Foreign Used,387265.0,3500.0,Petrol,Automatic
674,Toyota,2012.0,Nigerian Used,162229.0,2700.0,Petrol,Automatic
675,Toyota,2004.0,Foreign Used,2671736.0,2400.0,Petrol,Automatic
676,Mercedes-Benz,2012.0,Nigerian Used,176123.0,4600.0,Petrol,Automatic
677,Toyota,2012.0,Nigerian Used,68028.0,2500.0,Petrol,Automatic
678,Acura,2010.0,Foreign Used,205258.0,3500.0,Petrol,Automatic
681,Land Rover,2017.0,Foreign Used,87589.0,3000.0,Petrol,Automatic
682,Acura,2010.0,Foreign Used,370878.0,3700.0,Petrol,Automatic
683,Lexus,2008.0,Nigerian Used,169887.0,3500.0,Petrol,Automatic
684,Lexus,2012.0,Nigerian Used,96283.0,2500.0,Petrol,Automatic
685,Toyota,2013.0,Nigerian Used,44496.0,2600.0,Petrol,Automatic
686,Toyota,2007.0,Foreign Used,220902.0,4700.0,Petrol,Automatic
687,Toyota,2014.0,Nigerian Used,47523.0,3500.0,Petrol,Automatic
688,Mercedes-Benz,2009.0,Nigerian Used,159366.0,3500.0,Petrol,Automatic
689,Mercedes-Benz,2009.0,Foreign Used,96757.0,3000.0,Diesel,Automatic
690,Toyota,2011.0,Nigerian Used,90000.0,3500.0,Petrol,Automatic
692,Acura,2010.0,Foreign Used,205258.0,3500.0,Petrol,Automatic
693,Toyota,2009.0,Foreign Used,209830.0,2700.0,Petrol,Automatic
694,Land Rover,2012.0,Nigerian Used,21632.0,2000.0,Petrol,Automatic
695,Land Rover,2006.0,Foreign Used,212485.0,4400.0,Petrol,Automatic
696,Toyota,2014.0,Nigerian Used,48858.0,3500.0,Petrol,Automatic
697,Lexus,2007.0,Foreign Used,49407.0,3600.0,Petrol,Automatic
698,Toyota,2010.0,Foreign Used,446982.0,2500.0,Petrol,Automatic
699,Mercedes-Benz,2008.0,Nigerian Used,283739.0,3500.0,Petrol,Automatic
700,Land Rover,2013.0,Nigerian Used,52502.0,5000.0,Petrol,Automatic
701,Mercedes-Benz,2010.0,Nigerian Used,236078.0,3000.0,Petrol,Automatic
702,Toyota,2011.0,Foreign Used,95182.0,2400.0,Petrol,Automatic
705,Lexus,2010.0,Nigerian Used,58108.0,3500.0,Petrol,Automatic
707,Toyota,2007.0,Foreign Used,121015.0,2400.0,Petrol,Automatic
710,Toyota,2007.0,Foreign Used,178364.0,3300.0,Petrol,Automatic
711,Lexus,2008.0,Foreign Used,264214.0,4700.0,Petrol,Automatic
712,Mercedes-Benz,2009.0,Foreign Used,144066.0,3500.0,Petrol,Automatic
713,Toyota,2011.0,Foreign Used,95182.0,2400.0,Petrol,Automatic
714,Lexus,2008.0,Nigerian Used,64129.0,4600.0,Petrol,Automatic
715,Toyota,2010.0,Foreign Used,82855.0,2500.0,Petrol,Automatic
716,Toyota,2011.0,Nigerian Used,109174.0,3500.0,Petrol,Automatic
717,Toyota,2013.0,Nigerian Used,76097.0,2400.0,Petrol,Automatic
718,Mercedes-Benz,2010.0,Nigerian Used,131203.0,3000.0,Petrol,Automatic
719,Mercedes-Benz,2008.0,Nigerian Used,91566.0,3500.0,Petrol,Automatic
720,Toyota,2014.0,Nigerian Used,48858.0,3500.0,Petrol,Automatic
721,Lexus,2010.0,Foreign Used,91604.0,3500.0,Petrol,Automatic
723,Land Rover,2013.0,Nigerian Used,52502.0,5000.0,Petrol,Automatic
724,Toyota,2015.0,Nigerian Used,13022.0,1800.0,Petrol,Automatic
725,Mercedes-Benz,2009.0,Nigerian Used,103752.0,4700.0,Petrol,Automatic
727,Toyota,2011.0,Nigerian Used,212752.0,3500.0,Petrol,Automatic
728,Toyota,2013.0,Nigerian Used,192609.0,3500.0,Petrol,Automatic
729,Land Rover,2007.0,Nigerian Used,117254.0,4400.0,Petrol,Automatic
730,Toyota,2011.0,Nigerian Used,129896.0,3500.0,Petrol,Automatic
731,Toyota,2006.0,Foreign Used,230373.0,3500.0,Petrol,Automatic
732,Ford,2004.0,Foreign Used,322143.0,5400.0,Petrol,Automatic
733,Lexus,2007.0,Foreign Used,298814.0,3500.0,Petrol,Automatic
734,Toyota,2012.0,Nigerian Used,67067.0,2500.0,Petrol,Automatic
735,Toyota,2008.0,Foreign Used,94447.0,2400.0,Petrol,Automatic
736,Mercedes-Benz,2015.0,Nigerian Used,138572.0,2000.0,Petrol,Automatic
737,Toyota,2005.0,Foreign Used,120624.0,3300.0,Petrol,Automatic
738,Ford,2013.0,Nigerian Used,153535.0,2000.0,Petrol,Automatic
739,Toyota,2012.0,Nigerian Used,145137.0,2500.0,Petrol,Manual
740,Lexus,2004.0,Nigerian Used,163903.0,3300.0,Petrol,Automatic
741,Mercedes-Benz,2009.0,Nigerian Used,153109.0,5500.0,Petrol,Automatic
742,Ford,2013.0,Nigerian Used,88734.0,3500.0,Petrol,Automatic
743,Mercedes-Benz,2009.0,Nigerian Used,193057.0,3500.0,Petrol,Automatic
744,Ford,2008.0,Nigerian Used,169315.0,3500.0,Petrol,Automatic
745,Toyota,2013.0,Nigerian Used,106032.0,2700.0,Petrol,Automatic
746,Mercedes-Benz,2009.0,Foreign Used,269137.0,3000.0,Petrol,Automatic
748,Toyota,2013.0,Nigerian Used,76803.0,2700.0,Petrol,Automatic
749,Toyota,2011.0,Nigerian Used,90000.0,3500.0,Petrol,Automatic
750,Ford,2014.0,Nigerian Used,42095.0,2400.0,Petrol,Automatic
751,Toyota,2012.0,Nigerian Used,145137.0,2500.0,Petrol,Manual
753,Toyota,2015.0,Foreign Used,94222.0,3500.0,Petrol,Automatic
754,Porsche,2005.0,Foreign Used,222372.0,3200.0,Petrol,Automatic
755,Mercedes-Benz,2011.0,Nigerian Used,167340.0,3500.0,Petrol,Automatic
756,Toyota,2008.0,Foreign Used,108226.0,5700.0,Petrol,Automatic
758,Toyota,2016.0,Nigerian Used,66489.0,3600.0,Petrol,Automatic
759,Ford,2008.0,Nigerian Used,169315.0,3500.0,Petrol,Automatic
760,Toyota,2014.0,Nigerian Used,127512.0,2500.0,Petrol,Automatic
761,Toyota,2010.0,Foreign Used,82855.0,2500.0,Petrol,Automatic
762,Mercedes-Benz,2012.0,Nigerian Used,176123.0,4600.0,Petrol,Automatic
763,Lexus,2004.0,Nigerian Used,163903.0,3300.0,Petrol,Automatic
764,Ford,2013.0,Nigerian Used,88734.0,3500.0,Petrol,Automatic
765,Toyota,2012.0,Nigerian Used,27981.0,3500.0,Petrol,Automatic
766,Mercedes-Benz,2009.0,Nigerian Used,179870.0,3500.0,Petrol,Automatic
767,Ford,2017.0,Nigerian Used,64052.0,3500.0,Petrol,Automatic
768,Toyota,2011.0,Nigerian Used,76187.0,3500.0,Petrol,Automatic
770,Lexus,2009.0,Nigerian Used,152653.0,2500.0,Petrol,Automatic
771,Toyota,2013.0,Nigerian Used,142436.0,2500.0,Petrol,Automatic
772,Toyota,2005.0,Foreign Used,222738.0,3500.0,Petrol,Automatic
773,Toyota,2015.0,Foreign Used,94222.0,3500.0,Petrol,Automatic
774,Lexus,2006.0,Nigerian Used,88003.0,3300.0,Hybrid,Automatic
775,Toyota,2011.0,Nigerian Used,137851.0,3000.0,Petrol,Automatic
776,Toyota,2009.0,Foreign Used,113200.0,2400.0,Hybrid,Automatic
777,Lexus,2007.0,Nigerian Used,158523.0,3500.0,Petrol,Automatic
778,Mercedes-Benz,2011.0,Nigerian Used,9388.0,3500.0,Petrol,Automatic
780,Mercedes-Benz,2009.0,Nigerian Used,80323.0,3500.0,Petrol,Automatic
781,Toyota,2013.0,Nigerian Used,241993.0,2700.0,Petrol,Automatic
783,Lexus,2010.0,Foreign Used,110466.0,3500.0,Hybrid,CVT
784,Toyota,2007.0,Foreign Used,200246.0,2400.0,Petrol,Automatic
785,Lexus,2008.0,Nigerian Used,86824.0,3400.0,Petrol,Automatic
786,Ford,2014.0,Nigerian Used,111941.0,3500.0,Petrol,Automatic
787,Ford,2007.0,Foreign Used,275873.0,3500.0,Petrol,Automatic
788,Toyota,2013.0,Nigerian Used,125478.0,2500.0,Petrol,Automatic
789,Toyota,2014.0,Foreign Used,160922.0,2500.0,Petrol,Automatic
790,Toyota,2009.0,Nigerian Used,89348.0,2700.0,Petrol,Automatic
793,Mercedes-Benz,2010.0,Nigerian Used,112776.0,3500.0,Petrol,Automatic
794,Mercedes-Benz,2015.0,Nigerian Used,81656.0,3000.0,Petrol,Automatic
795,Mercedes-Benz,2011.0,Nigerian Used,51159.0,1800.0,Petrol,Automatic
796,Mercedes-Benz,2015.0,Nigerian Used,58808.0,2000.0,Petrol,Automatic
797,Mercedes-Benz,2015.0,Nigerian Used,81656.0,3000.0,Petrol,Automatic
798,Ford,2010.0,Foreign Used,315836.0,3500.0,Petrol,Automatic
799,Toyota,2011.0,Nigerian Used,112042.0,2400.0,Petrol,Automatic
800,Toyota,2016.0,Nigerian Used,37986.0,2500.0,Electric,Automatic
801,Mercedes-Benz,2010.0,Nigerian Used,120908.0,3500.0,Petrol,Automatic
802,Toyota,2012.0,Nigerian Used,217066.0,2400.0,Petrol,Automatic
803,Toyota,2008.0,Nigerian Used,236274.0,4800.0,Petrol,Automatic
804,Mercedes-Benz,2006.0,Foreign Used,155337.0,3500.0,Petrol,Automatic
805,Mercedes-Benz,2009.0,Nigerian Used,80323.0,3500.0,Petrol,Automatic
806,Toyota,2012.0,Nigerian Used,49898.0,2500.0,Petrol,Automatic
808,Ford,2013.0,Nigerian Used,161753.0,3500.0,Petrol,Automatic
